"PublicationID","PubTypeID","Year","Citation","ArticleTitle","Journal","Volume","Issue","Pages","CitationNumber","DOI","BookTitle","NumVolumes","Edition","VolumeTitle","SeriesTitle","SeriesVolume","Publisher","URL","City","State","Country","OriginalLanguage","Notes","RecDateCreated","RecDateModified"
7975,2,"1994","Graham, R.W., and M.A. Graham. 1994. The late quaternary distribution of Martes in North America. Pages 26-58 in S.W. Buskirk, A.S. Harestad, M.G. Raphael, and R.A. Powell, editors. Martens, Sables, and Fishers. Cornell University Press, Ithaca, NY, USA.","The late quaternary distribution of Martes in North America",NA,NA,NA,"26-58",NA,NA,"Martens, Sables, and Fishers",NA,NA,NA,NA,NA,"Cornell University Press",NA,"Ithaca","NY","USA",NA,NA,"2015-05-07 21:05:23","2015-05-07 21:05:23"
7976,5,"1983","Hemphill, M.L. 1983. Fire, vegetation, and people—charcoal and pollen analyses of Sheep Mountain Bog, Montana: the last 2800

years. Master's thesis. Washington State University, Pullman, Washington, USA.","Fire, vegetation, and people—charcoal and pollen analyses of Sheep Mountain Bog, Montana: the last 2800

years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington State University",NA,"Pullman","Washington","USA",NA,NA,"2015-05-08 01:22:29","2015-05-08 01:22:29"
7977,2,"1985","Mehringer, P.J., Jr. 1985. Late-Quaternary pollen records from the interior Pacific northwest and northern Great Basin of the United States. Pages 167-189 in V.M. Bryant, Jr. and R.G. Holloway, editors. Pollen Records of Late-Quaternary North American Sediments. American Association of Stratigraphic Palynologists Foundation.","Late-Quaternary pollen records from the interior Pacific northwest and northern Great Basin of the United States",NA,NA,NA,"167-189",NA,NA,"Pollen Records of Late-Quaternary North American Sediments",NA,NA,NA,NA,NA,"American Association of Stratigraphic Palynologists Foundation",NA,NA,NA,NA,NA,NA,"2015-05-08 01:22:42","2015-05-08 01:22:42"
7978,1,"2008","Watchorn, M.A., P.B. Hamilton, T.W. Anderson, H.M. Roe, and R.T. Patterson. 2008. Diatoms and pollen as indicators of water quality and land-use change: a case study from the Oak Ridges Moraine, Southern Ontario, Canada. Journal of Paleolimnology 38:491-509.","Diatoms and pollen as indicators of water quality and land-use change: a case study from the Oak Ridges Moraine, Southern Ontario, Canada","Journal of Paleolimnology","38",NA,"491-509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-08 18:29:05","2015-05-08 18:29:05"
7979,2,"2005","Albert, B.M. 2005. Pollen analyses of marine and riverine deposits from Swan Lake, adjacent to 41AS5, Aransas County, Texas.R...A. Ricklis, editor. Archaeological testing of the East End of Site 41AS5, Aransas County, Texas Corpus Christi, Texas Coastal Environments.","Pollen analyses of marine and riverine deposits from Swan Lake, adjacent to 41AS5, Aransas County, Texas",NA,NA,NA,NA,NA,NA,"Archaeological testing of the East End of Site 41AS5, Aransas County, Texas Corpus Christi, Texas Coastal Environments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-09 02:51:30","2015-05-09 02:51:30"
7980,1,"2006","Albert, B.M. 2006. Holocene pollen data for sea level and climate change at Swan Lake, Aransas County, Texas, and implications for the cultural ecology of the central Texas coast. Bulletin of the Texas Archeological Society 77:161-177.","Holocene pollen data for sea level and climate change at Swan Lake, Aransas County, Texas, and implications for the cultural ecology of the central Texas coast","Bulletin of the Texas Archeological Society","77",NA,"161-177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-09 02:52:03","2015-05-09 02:52:03"
7981,1,"2005","Ricklis, R.A., and B.M. Albert. 2005. Testing at 41AS5 on Swan Lake, central Texas coast: A summary of the human-ecological implications. Current Archaeology in Texas 7(1):12-17.","Testing at 41AS5 on Swan Lake, central Texas coast: A summary of the human-ecological implications","Current Archaeology in Texas","7","1","12-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-09 02:52:15","2015-05-09 02:52:15"
7982,1,"2011","Cai, S., and Z. Yu. 2011. Response of a warm temperate peatland to Holocene climate change in northeastern Pennsylvania. Quaternary Research 75:531-540.","Response of a warm temperate peatland to Holocene climate change in northeastern Pennsylvania","Quaternary Research","75",NA,"531-540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-09 03:14:02","2015-05-09 03:14:02"
7983,1,"1959","Bíly, J., and P. Marvan. 1959. Achnanthes catenata sp. n. Preslia 31:34-35.","Achnanthes catenata sp. n.","Preslia","31",NA,"34-35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-11 15:23:33","2015-05-11 15:23:33"
7984,1,"1900","Lemmermann, E. 1900. Beiträge zur Kenntnis der Planktonalgen. III. Neue Schwebalgen aus der Umgegend von Berlin. Bericht der Deutschen Botanischen Gessellschaft 18:24-32.","Beiträge zur Kenntnis der Planktonalgen. III. Neue Schwebalgen aus der Umgegend von Berlin","Bericht der Deutschen Botanischen Gessellschaft","18",NA,"24-32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-11 19:30:56","2015-05-11 19:30:56"
7985,1,"2001","Heinrichs, M.L., R.J. Hebda, and I.R. Walker. 2001. Holocene vegetation and natural disturbance in the Engelmann Spruce - Subalpine Fir biogeoclimatic zone at Mount Kobau, British Columbia. Canadian Journal of Forest Research 31:2183-2199.","Holocene vegetation and natural disturbance in the Engelmann Spruce - Subalpine Fir biogeoclimatic zone at Mount Kobau, British Columbia","Canadian Journal of Forest Research","31",NA,"2183-2199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-11 21:35:23","2015-05-11 21:35:23"
7986,6,"2008","McLaren, D. 2008. Sea level change and archaeological site locations on the Dundas Island Archipelago of north coastal British Columbia. Doctoral dissertation. University of Victoria, Victoria, British Columbia, Canada.","Sea level change and archaeological site locations on the Dundas Island Archipelago of north coastal British Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Victoria",NA,"Victoria","British Columbia","Canada",NA,NA,"2015-05-11 22:51:11","2015-05-11 22:51:11"
7987,7,"2008","McLaren, D., R.J. Hebda, and Q. Mackie. 2008. Dundas Island Archipelago vegetation history as reconstructed through pollen analysi. Society for American Archaeology Annual Conference, Society for American Archaeology, Vancouver, British Columbia, Canada.","Dundas Island Archipelago vegetation history as reconstructed through pollen analysi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Society for American Archaeology Annual Conference",NA,"Society for American Archaeology",NA,"Vancouver","British Columbia","Canada",NA,NA,"2015-05-11 22:51:47","2015-05-11 22:51:47"
7988,1,"2010","Curry, B.B., and G.M. Filippelli. 2010. Episodes of low dissolved oxygen indicated by ostracodes and sediment geochemistry at Crystal Lake, Illinois, USA. Limnology and Oceanography 55(6):2403-2423. [DOI: 10.4319/lo.2010.55.6.2403]","Episodes of low dissolved oxygen indicated by ostracodes and sediment geochemistry at Crystal Lake, Illinois, USA","Limnology and Oceanography","55","6","2403-2423",NA,"10.4319/lo.2010.55.6.2403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-12 03:01:56","2015-05-12 03:01:56"
7989,1,"1957","Germain, H. 1957. Achnanthes bioreti n. sp., diatomée nouvelle. Bulletin de la Société Botanique de France 104 (suppl.):85-86.","Achnanthes bioreti n. sp., diatomée nouvelle","Bulletin de la Société Botanique de France","104 (suppl.)",NA,"85-86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-12 14:12:21","2015-05-12 14:12:21"
7990,1,"1999","Davis, O.K. 1999. Pollen analysis of Tulare Lake, California: Great Basin-like vegetation in Central California during the full-glacial and early Holocene. Review of Palaeobotany and Palynology 107:249-257.","Pollen analysis of Tulare Lake, California: Great Basin-like vegetation in Central California during the full-glacial and early Holocene","Review of Palaeobotany and Palynology","107",NA,"249-257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-12 17:13:13","2015-05-12 17:13:13"
7991,1,"2011","Long, C.J., M.J. Power, and P.J. Bartlein. 2011. The effects of fire and tephra deposition on forest vegetation in the Central Cascades, Oregon. Quaternary Research 75:151-158.","The effects of fire and tephra deposition on forest vegetation in the Central Cascades, Oregon","Quaternary Research","75",NA,"151-158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-12 17:27:46","2015-05-12 17:27:46"
7992,1,"1975","Wuthrich, M. 1975. Les Diatomées. Contribution à la connaissance de la flore algologique du Parc National Suisse. Ergebnisse der Wissenschaftlichen Untersuchungen im Schweizerischen Nationalpark 14(72):98 pp..","Les Diatomées. Contribution à la connaissance de la flore algologique du Parc National Suisse","Ergebnisse der Wissenschaftlichen Untersuchungen im Schweizerischen Nationalpark","14","72","98 pp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-13 14:22:18","2015-05-13 14:22:18"
7993,1,"1978","Håkansson, H. 1978. Achnanthes fogedii, a new subfossil diatom from S Sweden. Botaniska Notiser 131:407-408.","Achnanthes fogedii, a new subfossil diatom from S Sweden","Botaniska Notiser","131",NA,"407-408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-13 14:48:47","2015-05-13 14:48:47"
7994,1,"1954","Hustedt, F. 1954. Die Diatomeenflora des Interglazials von Oberohe in der Lüneburger Heide. Abhandlungen des Naturwissenschaftlichen Verein zu Bremen 33(3):431-455.","Die Diatomeenflora des Interglazials von Oberohe in der Lüneburger Heide","Abhandlungen des Naturwissenschaftlichen Verein zu Bremen","33","3","431-455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-13 14:54:18","2015-05-13 14:54:18"
7995,1,"2007","Yu, Z. 2007. Rapid response of forested vegetation to multiple climatic oscillations during the last deglaciation in the northeastern United States. Quaternary Research 67:297-303.","Rapid response of forested vegetation to multiple climatic oscillations during the last deglaciation in the northeastern United States","Quaternary Research","67",NA,"297-303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-13 18:02:18","2015-05-13 18:02:18"
7996,1,"1925","Mann, A. 1925. Marine Diatoms of the Philippine Islands. United States National Museum Bulletin 100(6(part. 1)):182.","Marine Diatoms of the Philippine Islands.","United States National Museum","Bulletin 100","6(part. ","182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-13 18:02:33","2015-05-13 18:02:33"
7997,1,"1977","Davis, O.K., D.A. Kolva, and P.J. Mehringer, Jr. 1977. Pollen analysis of Wildcat Lake, Whitman County, Washington: the last 1000 years. Northwest Science 51:13-30.","Pollen analysis of Wildcat Lake, Whitman County, Washington: the last 1000 years","Northwest Science","51",NA,"13-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-13 18:07:28","2015-05-13 18:07:28"
7998,2,"1985","Mehringer, P.J., Jr. 1985. Late-Quaternary pollen records from the interior Pacific northwest and northern Great Basin of the United States. Pages 167-189 in V.M. Bryant, Jr. and R.G. Holloway, editors. Pollen Records of Late-Quaternary North American Sediments. American Association of Stratigraphic Palynologists Foundation.","Late-Quaternary pollen records from the interior Pacific northwest and northern Great Basin of the United States",NA,NA,NA,"167-189",NA,NA,"Pollen Records of Late-Quaternary North American Sediments",NA,NA,NA,NA,NA,"American Association of Stratigraphic Palynologists Foundation",NA,NA,NA,NA,NA,NA,"2015-05-13 18:08:00","2015-05-13 18:08:00"
7999,1,"1921","Woloszynska, J. 1921. Glony okolic Kijowa. Rozprawy wydzialu matematyczno-przyrodniczego Polskiej Akademji Umiejetnosci 20(Serie 3):127-140.","Glony okolic Kijowa","Rozprawy wydzialu matematyczno-przyrodniczego Polskiej Akademji Umiejetnosci","20","Serie 3","127-140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-13 18:42:23","2015-05-13 18:42:23"
8000,1,"1897","Schmidt, A. 1897. Atlas der Diatomaceen-kunde. Leipzig. O.R. Reisland Series V(Heft 52-53):205-212.","Atlas der Diatomaceen-kunde","Leipzig. O.R. Reisland","Series V","Heft 52-","205-212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-13 19:31:17","2015-05-13 19:31:17"
8001,7,"1994","Johnson, C.G., Jr., R.R. Clausnitzer, P.J. Mehringer, and C.D. Oliver. 1994. Biotic and abiotic processes of eastside ecosystems: The effects of management on plant and community ecology, and on stand and landscape vegetation dynamics. General Technical Report PNW-GTR-322, United States Department of Agriculture, Forest Service, Pacific Northwest Research Station.","Biotic and abiotic processes of eastside ecosystems: The effects of management on plant and community ecology, and on stand and landscape vegetation dynamics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"General Technical Report","PNW-GTR-322","United States Department of Agriculture, Forest Service, Pacific Northwest Research Station",NA,NA,NA,NA,NA,NA,"2015-05-13 23:35:55","2015-05-13 23:35:55"
8002,2,"1985","Mehringer, P.J., Jr. 1985. Late-Quaternary pollen records from the interior Pacific Northwest and northern Great Basin of the United States. Pages 167-190 in V.M. Bryant, Jr. and R.G. Holloway, editors. Pollen Records of Late-Quaternary North American Sediments. American Association of Stratigraphic Palynologists Foundation.","Late-Quaternary pollen records from the interior Pacific Northwest and northern Great Basin of the United States",NA,NA,NA,"167-190",NA,NA,"Pollen Records of Late-Quaternary North American Sediments",NA,NA,NA,NA,NA,"American Association of Stratigraphic Palynologists Foundation",NA,NA,NA,NA,NA,NA,"2015-05-13 23:37:46","2015-05-13 23:37:46"
8003,1,"1907","Mann, A. 1907. Report on the Diatoms of the Albatross Voyages in the Pacific Ocean, 1888-1904. Contributions from the United States National Herbarium 10(5):221-419.","Report on the Diatoms of the Albatross Voyages in the Pacific Ocean, 1888-1904.","Contributions from the United States National Herbarium","10","5","221-419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-14 17:17:54","2015-05-14 17:17:54"
8004,5,"2004","Stolze, S. 2004. A record of late quaternary vegetation and climate change from Woods Lake, Seymour Inlet, coastal British Columbia, Canada. Master's thesis. Carleton University, Ottawa, Ontario, Canada.","A record of late quaternary vegetation and climate change from Woods Lake, Seymour Inlet, coastal British Columbia, Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carleton University",NA,"Ottawa","Ontario","Canada",NA,NA,"2015-05-14 19:04:11","2015-05-14 19:04:11"
8005,1,"2007","Stolze, S., H.M. Roe, R.T. Patterson, and T. Monecke. 2007. A record of lateglacial and Holocene vegetation and climate change from Woods Lake, Seymour Inlet, coastal British Columbia, Canada. Review of Palaeobotany and Palynology 147:112-127.","A record of lateglacial and Holocene vegetation and climate change from Woods Lake, Seymour Inlet, coastal British Columbia, Canada","Review of Palaeobotany and Palynology","147",NA,"112-127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-14 19:04:32","2015-05-14 19:04:32"
8006,2,"2003","Miller, N.G., and R.P. Futyma. 2003. Extending the paleobotanical record at the Hiscock Site, New York: Correlations among stratigraphic pollen assemblages from nearby lake and wetland basins. Pages 43-62 in Late Pleistocene and Holocene Paleoecology and Archaeology of Western New York State. Bulletin of the Buffalo Society of Natural Sciences 37. Buffalo Society of Natural Sciences, Buffalo, New York, USA.","Extending the paleobotanical record at the Hiscock Site, New York: Correlations among stratigraphic pollen assemblages from nearby lake and wetland basins",NA,NA,NA,"43-62",NA,NA,"Late Pleistocene and Holocene Paleoecology and Archaeology of Western New York State",NA,NA,NA,"Bulletin of the Buffalo Society of Natural Sciences","37","Buffalo Society of Natural Sciences",NA,"Buffalo","New York","USA",NA,NA,"2015-05-14 20:29:05","2015-05-14 20:29:05"
8007,1,"2003","Toney, J.L., D.T. Rodbell, and N.G. Miller. 2003. Sedimentologic and palynologic records of the last deglaciation and Holocene from Ballston Lake, New York. Quaternary Research 60:189-199.","Sedimentologic and palynologic records of the last deglaciation and Holocene from Ballston Lake, New York","Quaternary Research","60",NA,"189-199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-15 12:00:10","2015-05-15 12:00:10"
8008,1,"1997","Brugam, R.B., and S.M. Johnson. 1997. Holocene lake-level rise in the Upper Peninsula of Michigan, USA, as indicated by peatland growth. The Holocene 7:355-359.","Holocene lake-level rise in the Upper Peninsula of Michigan, USA, as indicated by peatland growth","The Holocene","7",NA,"355-359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-19 18:57:36","2015-05-19 18:57:36"
8009,6,"2000","Ewing, H.A. 2000. Ecosystem development and response to climatic change: a comparative study of forest-lake ecosystems on different substrates. Doctoral dissertation. University of Minnesota, St Paul, Minnesota, USA.","Ecosystem development and response to climatic change: a comparative study of forest-lake ecosystems on different substrates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Minnesota",NA,"St Paul","Minnesota","USA",NA,NA,"2015-05-19 22:07:00","2015-05-19 22:07:00"
8010,1,"2002","Ewing, H.A. 2002. The influence of substrate on vegetation history and ecosystem development. Ecology 83:2766-2781.","The influence of substrate on vegetation history and ecosystem development","Ecology","83",NA,"2766-2781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-19 22:07:13","2015-05-19 22:07:13"
8011,1,"2015","Yao, Q., K.-B. Liu, W.J. Platt, and V.H. Rivera-Monroy. 2015. Palynological reconstruction of environmental changes in coastal wetlands of the Florida Everglades since the mid-Holocene. Quaternary Research 83(3):449-458. [DOI: 10.1016/j.yqres.2015.03.005]","Palynological reconstruction of environmental changes in coastal wetlands of the Florida Everglades since the mid-Holocene","Quaternary Research","83","3","449-458",NA,"10.1016/j.yqres.2015.03.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-20 04:17:56","2015-05-24 22:28:37"
8012,1,"1976","Spilman, T.J. 1976. A New Species of Fossil Ptinus from Fossil Wood Rat Nests in California and Arizona (Coleoptera, ptinidae), with a Postscript on the Definition of a Fossil. The Coleopterists Bulletin 30(3):239-244.","A New Species of Fossil Ptinus from Fossil Wood Rat Nests in California and Arizona (Coleoptera, ptinidae), with a Postscript on the Definition of a Fossil","The Coleopterists Bulletin","30","3","239-244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-20 20:17:26","2015-05-20 20:17:26"
8013,1,"1976","Spilman, T.J. 1976. A New Species of Fossil Ptinus from Fossil Wood Rat Nests in California and Arizona (Coleoptera, Ptinidae), with a Postscript on the Definition of a Fossil.","A New Species of Fossil Ptinus from Fossil Wood Rat Nests in California and Arizona (Coleoptera, Ptinidae), with a Postscript on the Definition of a Fossil",NA,"30","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-05-20 20:21:27","2015-05-20 20:21:27"
